StockCode,Description,units,revenue,orders,customers,is_recommended
22986,GINGHAM ROSE WRAP,3515,1444.3,121,112,True
22986,WRAP GINGHAM ROSE,2276,943.92,82,69,True
22987,"WRAP , SUMMER ROSE DESIGN",150,63.0,6,6,False
22987,WRAP SUMMER ROSE DESIGN,100,42.0,4,4,False
22988,SOLDIERS EGG CUP,9033,10415.22,349,207,True
22989,SET 2 PANTRY DESIGN TEA TOWELS,2693,8310.17,311,241,True
22990,COTTON APRON PANTRY DESIGN,602,2670.54,140,117,True
22991,GIRAFFE WOODEN RULER,3708,6816.84,234,185,True
22992,REVOLVER WOODEN RULER,4914,8944.439999999999,285,217,True
22993,SET OF 4 PANTRY JELLY MOULDS,11769,14151.42,866,431,True
22994,TRAVEL CARD WALLET RETROSPOT,2104,882.24,160,89,True
22995,TRAVEL CARD WALLET SUKI,2228,932.88,183,90,True
22996,TRAVEL CARD WALLET VINTAGE TICKET,4540,1875.12,292,155,True
22997,TRAVEL CARD WALLET UNION JACK,2477,1038.9,181,101,True
22998,TRAVEL CARD WALLET KEEP CALM,11645,4641.32,437,217,True
22999,TRAVEL CARD WALLET RETRO PETALS,1489,623.94,88,61,True
22999,TRAVEL CARD WALLET VINTAGE LEAF,1320,554.4,97,65,True
23000,TRAVEL CARD WALLET TRANSPORT,3042,1274.76,205,125,True
23002,TRAVEL CARD WALLET SKULLS,2052,860.4,140,85,True
23003,TRAVEL CARD WALLET VINTAGE ROSE,541,225.78,52,38,False
23004,TRAVEL CARD WALLET PANTRY,1853,779.9,123,73,True
23005,TRAVEL CARD WALLET I LOVE LONDON,4346,1767.72,175,105,True
23006,TRAVEL CARD WALLET FLOWER MEADOW,1693,709.62,130,88,True
23007,SPACEBOY BABY GIFT SET,449,7048.55,142,110,True
23008,DOLLY GIRL BABY GIFT SET,419,6534.05,120,99,False
23009,I LOVE LONDON BABY GIFT SET,209,3262.55,61,48,False
23010,CIRCUS PARADE BABY GIFT SET,285,4444.75,89,73,False
23012,GLASS APOTHECARY BOTTLE PERFUME,1014,3763.64,198,151,True
23013,GLASS APOTHECARY BOTTLE TONIC,865,3211.09,180,135,True
23014,GLASS APOTHECARY BOTTLE ELIXIR,798,2951.78,160,122,True
23015,CORDIAL GLASS JUG,30,247.5,13,13,True
23015,CORDIAL JUG,6,49.5,2,2,True
23016,GLASS TWIST BON BON JAR,69,512.85,19,19,True
23017,APOTHECARY MEASURING JAR,64,751.4000000000001,21,20,True
23018,LARGE APOTHECARY MEASURING JAR,50,587.2,20,19,False
23019,SMALL APOTHECARY MEASURING JAR,81,629.05,28,26,False
23020,GLASS  SONGBIRD STORAGE JAR,165,1965.3,69,65,True
23020,GLASS SONGBIRD STORAGE JAR,11,126.7,3,3,True
23021,GLASS BONNE JAM JAR,117,475.95000000000005,25,24,False
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,416,795.6800000000001,21,19,True
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,260,411.44,23,23,True
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,254,662.0600000000001,10,8,False
23025,DRAWER KNOB VINTAGE GLASS BALL,317,669.61,46,40,False
23026,DRAWER KNOB VINTAGE GLASS STAR,503,1016.97,53,43,True
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,287,596.96,27,26,True
23028,DOORKNOB CRACKED GLAZE BLUE,162,238.5,3,3,True
23028,DRAWER KNOB CRACKLE GLAZE BLUE,1079,1751.79,111,87,True
23029,DOORKNOB CRACKED GLAZE GREEN,12,19.8,2,2,True
23029,DRAWER KNOB CRACKLE GLAZE GREEN,1272,2060.4,136,97,True
23031,DOORKNOB CRACKED GLAZE PINK,12,19.8,2,2,True
23031,DRAWER KNOB CRACKLE GLAZE PINK,1216,1968.0,136,93,True
23032,DOORKNOB CRACKED GLAZE IVORY,174,258.3,5,5,True
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2076,3348.6,177,115,True
23033,DRAWER KNOB CERAMIC RED,679,943.75,59,42,True
23034,DRAWER KNOB CERAMIC BLACK,935,1314.95,78,57,True
23035,DOORKNOB CERAMIC IVORY,36,52.2,1,1,True
23035,DRAWER KNOB CERAMIC IVORY,2035,2863.39,165,110,True
23036,T-LIGHT HOLDER SILVER PETIT FOUR,182,227.5,15,14,False
23037,CANDLE HOLDER SILVER MADELINE,193,315.29,18,17,True
23038,T-LIGHT HOLDER SILVER SAUCER,41,38.03,6,4,False
23039,T-LIGHT HOLDER SILVER HEART HANDLE,192,370.79999999999995,22,22,False
23040,PAPER LANTERN 9 POINT SNOW STAR,246,1318.5,36,33,True
23041,PAPER LANTERN 6 POINT SNOW STAR,26,107.9,6,6,False
23041,PAPER LANTERN 9 POINT SNOW STAR,234,971.1,42,40,False
23042,PAPER LANTERN 7 POINT SNOW STAR,99,658.35,25,25,True
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,6,37.5,3,3,True
23043,PAPER LANTERN 9 POINT HOLLY STAR L,69,431.25,16,15,True
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,18,74.7,5,5,True
23044,PAPER LANTERN 9 POINT HOLLY STAR S,82,340.3,19,19,True
23045,PAPER LANTERN 5 POINT STAR MOON,106,439.90000000000003,18,17,True
23045,PAPER LANTERN 5 POINT STAR MOON 30,10,41.5,5,5,True
23046,PAPER LANTERN 9 POINT DELUXE STAR,347,2091.55,34,31,False
23047,PAPER LANTERN 5 POINT SEQUIN STAR,50,287.5,21,21,True
23047,PAPER LANTERN 5 POINT STUDDED STAR,8,46.0,4,4,True
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,560,2248.14,85,81,True
23049,RECYCLED ACAPULCO MAT RED,435,3572.75,169,103,True
23050,RECYCLED ACAPULCO MAT GREEN,459,3763.55,176,116,True
23051,RECYCLED ACAPULCO MAT BLUE,335,2741.35,133,95,True
23052,RECYCLED ACAPULCO MAT TURQUOISE,571,4694.75,221,147,True
23053,RECYCLED ACAPULCO MAT PINK,318,2589.9,129,105,True
23054,RECYCLED ACAPULCO MAT LAVENDER,266,2189.7,109,81,True
23055,IVORY CHANDELIER T-LIGHT HOLDER,560,1286.72,36,33,False
23056,CRYSTAL CHANDELIER T-LIGHT HOLDER,3,18.75,1,1,True
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,863,2770.91,36,32,True
23057,BEADED CHANDELIER T-LIGHT HOLDER,596,1298.44,34,31,True
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,78,347.7,7,7,True
23058,CHRISTMAS HANGING SNOWFLAKE,486,421.02000000000004,44,39,True
23060,HEART BEADED TRELLIS DECORATION,244,507.52000000000004,39,34,True
23061,VINTAGE EMBOSSED HEART,886,1102.46,84,72,True
23061,VINTAGE ENGRAVED HEART,60,75.0,4,4,True
23064,CINDERELLA CHANDELIER,220,3617.6,22,20,True
23065,LARGE DECO JEWELLERY STAND,246,2977.8,88,77,True
23065,LARGE JEWELLERY STAND,10,125.0,4,4,True
23066,SMALL DECO JEWELLERY STAND,229,1831.65,70,63,True
23066,SMALL JEWELLERY STAND,16,132.0,6,6,True
23067,HANGING ENGRAVED METAL HEART,274,1137.1000000000001,71,63,False
23068,ALUMINIUM HEART,30,74.7,6,6,True
23068,ALUMINIUM STAMPED HEART,771,1852.5500000000002,124,100,True
23069,EDWARDIAN PHOTO FRAME,87,543.75,31,27,False
23070,EDWARDIAN HEART PHOTO FRAME,147,610.0500000000001,33,29,False
23071,MARIE ANTOIENETT TRINKET BOX GOLD,1,12.5,1,1,True
23071,MARIE ANTOINETTE TRINKET BOX GOLD,312,1167.6,16,15,True
23072,MARIE ANTOINETTE TRINKET BOX SILVER,326,1099.0,22,21,False
23073,GEORGIAN TRINKET BOX,141,1681.5,59,49,True
23074,EMBOSSED HEART TRINKET BOX,221,444.02000000000004,35,32,False
23075,DOUBLE CERAMIC PARLOUR HOOK,22,91.30000000000001,5,5,False
23075,PARLOUR CERAMIC WALL HOOK,443,1819.25,72,56,False
23076,ICE CREAM SUNDAE LIP GLOSS,7896,9638.16,248,202,True
23077,DOUGHNUT LIP GLOSS,9642,11615.7,308,217,True
23078,ICE CREAM PEN LIP GLOSS,6607,8077.31,213,159,True
23079,TOADSTOOL BEDSIDE LIGHT,248,2198.6,104,83,True
23080,RED METAL BOX TOP SECRET,998,7920.78,221,148,True
23081,GREEN METAL BOX ARMY SUPPLIES,437,3474.39,111,78,False
23081,GREEN METAL BOX TOP SECRET,16,132.0,4,4,False
23082,SET 6 PAPER TABLE LANTERN HEARTS,2260,8110.679999999999,263,205,True
23083,SET 6 PAPER TABLE LANTERN STARS,1859,6735.88,209,161,True
23084,RABBIT NIGHT LIGHT,27153,51251.24,801,450,True
23085,ANTIQUE SILVER BAUBLE LAMP,369,3437.7,72,64,True
23086,ZINC  STAR T-LIGHT HOLDER,1183,1357.79,35,30,True
23086,ZINC STAR T-LIGHT HOLDER,8,10.0,1,1,True
23087,ZINC  HEART T-LIGHT HOLDER,830,997.1800000000001,49,43,False
23088,ZINC HEART FLOWER T-LIGHT HOLDER,760,947.18,57,52,False
23089,GLASS BON BON JAR,2135,3495.27,134,101,True
23090,VINTAGE GLASS T-LIGHT HOLDER,2129,1722.7900000000002,122,96,True
23091,METAL HERB GERDEN CONTAINER,24,139.68,5,5,True
23091,ZINC HERB GARDEN CONTAINER,535,3279.82,187,155,True
23092,LARGE ANTIQUE WHITE PHOTO FRAME,507,3568.2599999999998,125,96,False
23093,SMALL PARISIENNE HEART PHOTO FRAME,915,2122.67,123,105,True
23094,LE GRAND TRAY CHIC SET,147,1837.5,74,65,True
23096,PETIT TRAY CHIC,993,1606.73,117,89,False
23099,FRENCH CARRIAGE LANTERN,132,858.9000000000001,54,46,True
23100,SILVER BELLS TABLE DECORATION,2090,2562.1,213,180,True
23101,SILVER STARS TABLE DECORATION,1942,1569.6200000000001,190,175,True
23102,SILVER HEARTS TABLE DECORATION,1231,995.33,139,128,False
23103,BELL HEART DECORATION,252,387.0,9,9,True
23103,JINGLE BELL HEART DECORATION,3679,6055.95,307,223,True
23104,IVORY CAFE HANGING LAMP,114,1330.5,43,37,False
23104,IVORY PANTRY HANGING LAMP,2,25.0,1,1,False
23106,ZINC HEARTS PLANT POT HOLDER,275,746.15,49,48,False
23106,ZINC PLANT POT HOLDER,8,23.12,1,1,False
23107,WHITE HEARTS WIRE PLANT POT HOLDER,324,873.5600000000001,59,58,True
23107,WHITE WIRE PLANT POT HOLDER,16,46.24,2,2,True
23108,SET OF 10 LED DOLLY LIGHTS,2192,12972.73,351,271,True
23109,LED TEA LIGHTS,595,1676.35,54,54,True
23109,PACK OF SIX LED TEA LIGHTS,1715,4808.55,174,132,True
23110,PARISIENNE KEY CABINET,662,3673.7,219,157,True
23111,PARISIENNE SEWING BOX,296,3464.8,124,80,True
23112,PARISIENNE CURIO CABINET,471,3437.3,183,134,True
23113,PANTRY CHOPPING BOARD,1138,5695.860000000001,43,39,False
23114,VINTAGE LEAF CHOPPING BOARD,144,684.0,41,40,False
23115,RED APPLES CHOPPING BOARD,144,684.0,38,38,False
23116,VEGETABLE GARDEN CHOPPING BOARD,70,317.7,17,17,False
23117,POPPY FIELDS CHOPPING BOARD,85,420.75,39,39,False
23118,PARISIENNE JEWELLERY DRAWER,765,5399.02,225,154,True
23119,PACK OF 6 LARGE FRUIT STRAWS,2155,1275.71,116,97,True
23120,PACK OF 6 SMALL FRUIT STRAWS,1617,644.58,79,69,False
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2460,958.32,87,81,True
23122,PARTY CHARMS 50 PIECES,2091,1552.65,94,89,True
23123,COCKTAIL SWORDS 50 PIECES,899,705.2500000000001,68,64,True
23124,18PC WOODEN CUTLERY SET DISPOSABLE,503,595.15,24,23,False
23125,6PC WOOD PLATE SET DISPOSABLE,405,443.25,16,15,False
23126,DOLLCRAFT GIRL AMELIE,36,178.2,8,8,True
23126,DOLLCRAFT GIRL AMELIE KIT,66,294.7,8,8,True
23126,FELTCRAFT GIRL AMELIE KIT,982,4799.38,255,187,True
23127,DOLLCRAFT GIRL NICOLE,68,336.6,12,12,True
23127,FELTCRAFT GIRL NICOLE KIT,645,3169.79,170,137,True
23128,DOLLCRAFT BOY JEAN-PAUL,82,373.9,12,12,True
23128,FELTCRAFT BOY JEAN-PAUL KIT,349,1711.23,117,103,True
23129,HEART SHAPED HOLLY WREATH,942,3933.1800000000003,165,138,True
23130,MISELTOE HEART WREATH,80,312.8,5,5,True
23130,MISTLETOE HEART WREATH GREEN,838,3435.62,162,135,True
23131,MISELTOE HEART WREATH CREAM,240,996.0,1,1,True
23131,MISELTOE HEART WREATH WHITE,78,304.5,4,4,True
23131,MISTLETOE HEART WREATH CREAM,575,2332.13,103,86,True
23132,SMALL IVORY HEART WALL ORGANISER,1008,4989.08,141,115,False
23133,LARGE IVORY HEART WALL ORGANISER,759,5142.91,134,94,True
23134,LARGE ZINC HEART WALL ORGANISER,1064,6414.48,37,29,False
23135,SMALL ZINC HEART WALL ORGANISER,1538,5378.8,42,31,False
23136,IVORY WIRE SWEETHEART LETTER TRAY,127,467.05,44,39,False
23137,ZINC WIRE SWEETHEART LETTER TRAY,80,253.24,20,18,False
23138,SINGLE WIRE HOOK IVORY HEART,870,1201.8999999999999,75,60,False
23139,SINGLE WIRE HOOK PINK HEART,406,502.38,22,20,False
23140,TRIPLE WIRE HOOK IVORY HEART,160,658.54,35,29,False
23141,TRIPLE WIRE HOOK PINK HEART,68,215.0,18,18,False
23142,IVORY WIRE KITCHEN ORGANISER,116,1137.65,36,34,True
23143,ZINC WIRE KITCHEN ORGANISER,25,156.8,12,12,False
23144,ZINC T-LIGHT HOLDER STARS SMALL,4894,3879.9800000000005,237,180,True
23145,ZINC T-LIGHT HOLDER STAR LARGE,2030,1896.54,148,126,True
23145,ZINC T-LIGHT HOLDER STARS LARGE,24,22.8,2,2,True
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,778,2526.02,211,151,True
23147,SINGLE ANTIQUE ROSE HOOK IVORY,1843,2669.95,250,170,True
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2065,1711.5500000000002,230,142,False
23148,MINITURE ANTIQUE ROSE HOOK IVORY,48,40.8,4,4,False
23149,ANTIQUE IVORY WIRE BOWL SMALL,97,241.53,19,17,False
23150,IVORY SWEETHEART SOAP DISH,139,346.11,40,33,False
23151,ZINC SWEETHEART SOAP DISH,59,104.41,19,18,False
23152,IVORY SWEETHEART WIRE LETTER RACK,541,1998.51,149,108,False
23153,ZINC SWEETHEART WIRE LETTER RACK,248,923.63,78,67,True
23154,SET OF 4 JAM JAR MAGNETS,2441,4922.01,214,141,True
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,2094,1669.38,111,84,False
23156,SET OF 5 MINI GROCERY MAGNETS,1631,3297.2200000000003,184,117,False
23157,SET OF 6 NATIVITY MAGNETS,2530,5031.55,145,111,True
23158,SET OF 5 LUCKY CAT MAGNETS,2536,5117.32,187,96,True
23159,SET OF 5 PANCAKE DAY MAGNETS,2255,4562.7300000000005,195,121,True
23160,REGENCY TEA SPOON,1392,1651.8,60,50,True
23161,REGENCY CAKE FORK,1608,1896.6,68,58,True
23162,REGENCY TEA STRAINER,1362,4789.24,142,96,True
23163,REGENCY SUGAR TONGS,1714,3949.7000000000003,134,95,True
23164,REGENCY CAKE SLICE,564,2579.21,80,70,True
23165,LARGE CERAMIC TOP STORAGE JAR,2950,4617.9,220,167,True
23166,MEDIUM CERAMIC TOP STORAGE JAR,77916,81416.73000000001,195,138,True
23167,SMALL CERAMIC TOP STORAGE JAR,5666,4184.18,177,129,True
23168,CLASSIC CAFE SUGAR DISPENSER,2633,3037.1,208,132,False
23168,CLASSIC SUGAR DISPENSER,216,247.32,12,12,False
23169,CLASSIC GLASS COOKIE JAR,1332,5350.2,248,191,True
23169,CLASSIC GLASS SWEET JAR,119,479.45,14,14,True
23170,REGENCY TEA PLATE ROSES,6563,10170.99,328,224,True
23171,REGENCY TEA PLATE GREEN,5966,9184.9,270,195,True
23172,REGENCY TEA PLATE PINK,3688,5793.28,224,160,True
23173,REGENCY TEAPOT ROSES,2662,23033.52,354,248,True
23174,REGENCY SUGAR BOWL GREEN,2954,11567.24,268,190,True
23175,REGENCY MILK JUG PINK,3062,8995.0,272,206,True
23176,ABC TREASURE BOOK BOX,2088,4373.26,186,159,True
23177,TREASURE ISLAND BOOK BOX,2428,5029.8,214,174,True
23178,JAM CLOCK MAGNET,309,838.47,55,50,False
23179,CLOCK MAGNET MUM'S KITCHEN,304,837.88,40,36,True
23180,MUM'S KITCHEN CLOCK,104,471.90000000000003,36,29,False
23181,BULL DOG BOTTLE TOP WALL CLOCK,185,1484.25,69,60,True
23182,TOILET SIGN OCCUPIED OR VACANT,3378,2807.69,254,140,True
23183,MOTHER'S KITCHEN SPOON REST,178,690.71,58,45,False
23184,BULL DOG BOTTLE OPENER,778,3749.5,197,129,True
23185,FRENCH STYLE STORAGE JAR JAM,317,114.85,30,27,True
23186,FRENCH STYLE STORAGE JAR CAFE,1982,819.4599999999999,70,57,True
23187,FRENCH STYLE STORAGE JAR BONBONS,2338,695.06,74,66,True
23188,VINTAGE  2 METER FOLDING RULER,1775,2902.4700000000003,155,131,True
23188,VINTAGE  2 METRE FOLDING RULER,1321,2197.69,127,102,True
23189,SET OF 12 FORK CANDLES,1215,3319.35,113,89,False
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,1678,2691.14,179,145,True
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,60,99.0,5,5,True
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2099,3393.35,240,178,True
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3269,5197.17,312,224,True
23193,BUFFALO BILL TREASURE BOOK BOX,1847,3750.57,137,109,True
23194,GYMKHANA TREASURE BOOK BOX,1630,3417.83,156,128,True
23194,GYMKHANNA TREASURE BOOK BOX,120,261.84000000000003,14,14,True
23196,LEAVES MAGNETIC  SHOPPING LIST,24,34.8,2,2,True
23196,RETO LEAVES MAGNETIC SHOPPING LIST,36,52.199999999999996,3,3,True
23196,RETRO LEAVES MAGNETIC NOTEPAD,103,149.35,17,17,True
23196,VINTAGE LEAF MAGNETIC NOTEPAD,1593,2242.65,211,159,True
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,1318,1900.9399999999998,180,113,False
23197,VEGETABLE MAGNETIC  SHOPPING LIST,36,49.8,3,3,False
23198,PANTRY MAGNETIC  SHOPPING LIST,3063,4341.19,374,259,True
23199,JUMBO BAG APPLES,13875,26426.3,718,344,True
23200,JUMBO BAG PEARS,6729,13034.92,470,262,True
23201,JUMBO BAG ALPHABET,12533,24160.44,752,396,True
23202,JUMBO BAG VINTAGE LEAF,10695,20921.55,772,377,True
23203,JUMBO BAG DOILEY PATTERNS,8735,16737.1,454,299,True
23203,JUMBO BAG VINTAGE DOILEY,143,268.44,6,6,True
23203,JUMBO BAG VINTAGE DOILY,10620,20641.4,621,363,True
23204,CHARLOTTE BAG APPLES DESIGN,7039,5632.15,425,199,True
23205,CHARLOTTE BAG ALPHABET  DESIGN,400,320.5,22,22,True
23205,CHARLOTTE BAG VINTAGE ALPHABET,4750,3784.52,323,192,True
23206,LUNCH BAG APPLE DESIGN,11530,18220.5,866,401,True
23207,LUNCH BAG ALPHABET DESIGN,7533,11994.41,647,377,True
23208,LUNCH BAG VINTAGE LEAF DESIGN,6191,9950.35,597,305,True
23209,LUNCH BAG DOILEY PATTERN,6477,10323.05,464,290,True
23209,LUNCH BAG VINTAGE DOILEY,70,115.5,4,4,True
23209,LUNCH BAG VINTAGE DOILY,6438,10347.66,538,319,True
23210,WHITE ROCKING HORSE HAND PAINTED,2750,3311.5,154,115,False
23211,RED ROCKING HORSE HAND PAINTED,2206,2631.5,116,82,False
23212,HEART WREATH DECORATION WITH BELL,2163,2562.63,144,103,True
23212,PAINTED HEART WREATH WITH BELL,12,15.0,1,1,True
23213,STAR WREATH DECORATION WITH BELL,1594,1921.94,121,95,True
23214,BELL HEART ANTIQUE GOLD,12,24.96,1,1,True
23214,JINGLE BELL HEART ANTIQUE GOLD,760,1599.8700000000001,91,78,True
23215,JINGLE BELL HEART ANTIQUE SILVER,3544,6955.8,197,162,True
23216,LAUREL HEART ANTIQUE GOLD,518,613.51,40,32,True
23217,LAUREL HEART ANTIQUE SILVER,1290,1567.0,84,64,False
23218,LAUREL STAR ANTIQUE GOLD,372,465.81,33,27,False
23219,LAUREL STAR ANTIQUE SILVER,404,504.6,49,41,False
23220,REINDEER HEART DECORATION GOLD,929,774.4300000000001,77,55,True
23221,REINDEER HEART DECORATION SILVER,1461,1241.5900000000001,110,85,False
23222,CHRISTMAS TREE HANGING GOLD,776,690.64,64,49,False
23223,CHRISTMAS TREE HANGING SILVER,745,670.11,67,51,False
23224,CHERUB HEART DECORATION GOLD,719,620.45,59,44,False
23225,CHERUB HEART DECORATION SILVER,1296,1089.6000000000001,69,46,True
23226,FILIGREE HEART DAISY WHITE,1199,1478.59,71,56,False
23227,FILIGREE HEART BUTTERFLY WHITE,1592,1947.06,87,61,True
23228,FILIGREE HEART BIRD WHITE,1397,1726.3,78,58,False
23229,DONKEY TAIL GAME,54,189.54000000000002,4,4,True
23229,VINTAGE DONKEY TAIL GAME,1750,6146.89,215,182,True
23230,WRAP ALPHABET DESIGN,7925,3196.5,232,178,True
23231,WRAP  VINTAGE DOILEY,100,42.0,2,2,True
23231,WRAP  VINTAGE DOILY,2450,1029.0,93,80,True
23231,WRAP DOILEY DESIGN,4675,1915.5,162,124,True
23232,WRAP VINTAGE LEAF DESIGN,5251,2109.42,134,118,True
23232,WRAP VINTAGE PETALS  DESIGN,3275,1327.5,104,95,True
23233,WRAP POPPIES  DESIGN,5175,2105.5,158,130,True
23234,BISCUIT TIN VINTAGE CHRISTMAS,1632,4567.38,232,201,True
23235,BISCUIT TIN VINTAGE LEAF,24,64.56,3,3,False
23235,STORAGE TIN VINTAGE LEAF,702,1831.1,93,86,False
23236,DOILEY BISCUIT TIN,120,327.59999999999997,13,13,True
23236,DOILEY STORAGE TIN,1082,2934.98,112,93,True
23236,STORAGE TIN VINTAGE DOILEY,6,17.34,1,1,True
23236,STORAGE TIN VINTAGE DOILY,1235,3502.15,158,124,True
23237,SET OF 4 KNICK KNACK TINS LEAF,739,2970.85,116,94,True
23237,SET OF 4 KNICK KNACK TINS LEAVES,304,1237.2,53,51,True
23238,SET OF 4 KNICK KNACK TINS LONDON,1775,7116.65,233,150,True
23239,SET OF 4 KNICK KNACK TINS POPPIES,812,3142.4,155,125,True
23240,SET OF 4 KNICK KNACK TINS  DOILEY,6,24.9,1,1,True
23240,SET OF 4 KNICK KNACK TINS DOILEY,1802,7132.7,172,142,True
23240,SET OF 4 KNICK KNACK TINS DOILY,2286,9237.3,312,230,True
23241,TREASURE TIN GYMKHANA DESIGN,2005,4060.0,284,183,True
23242,TREASURE TIN BUFFALO BILL,1430,2886.08,187,132,True
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4658,22109.08,385,275,True
23244,CANNISTER VINTAGE LEAF DESIGN,12,23.4,2,2,True
23244,ROUND STORAGE TIN VINTAGE LEAF,853,1552.51,96,80,True
23244,STORAGE TIN VINTAGE LEAF,60,117.0,7,7,True
23245,SET OF 3 REGENCY CAKE TINS,5844,26566.280000000002,718,472,True
23247,BISCUIT TIN 50'S CHRISTMAS,2048,5760.5199999999995,271,231,True
23249,ENAMEL DINNER PLATE PANTRY,12,19.8,1,1,True
23249,VINTAGE RED ENAMEL TRIM PLATE,778,1254.9,67,56,True
23250,ENAMEL BOWL PANTRY,24,30.0,2,2,False
23250,VINTAGE RED TRIM ENAMEL BOWL,1079,1328.59,87,63,False
23251,ENAMEL MUG PANTRY,12,15.0,1,1,True
23251,VINTAGE RED ENAMEL TRIM MUG,1633,1940.45,101,80,True
23252,ENAMEL JUG PANTRY,8,30.0,2,2,True
23252,VINTAGE RED ENAMEL TRIM JUG,578,2123.34,123,104,True
23253,16 PC CUTLERY SET PANTRY DESIGN,4,63.8,1,1,True
23253,16 PIECE CUTLERY SET PANTRY DESIGN,210,3018.2999999999997,46,43,True
23254,CHILDRENS CUTLERY DOLLY GIRL,1621,6525.55,268,197,True
23254,KIDS CUTLERY DOLLY GIRL,36,149.4,8,8,True
23255,CHILDRENS CUTLERY CIRCUS PARADE,962,3852.44,143,116,True
23256,CHILDRENS CUTLERY SPACEBOY,1980,7966.08,316,225,True
23256,KIDS CUTLERY SPACEBOY,36,149.4,8,8,True
23263,SET OF 3 WOODEN HEART DECORATIONS,3717,4791.58,389,269,True
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,1842,2396.7,249,177,True
23265,SET OF 3 WOODEN TREE DECORATIONS,1665,2153.71,246,180,True
23266,SET OF 3 WOODEN STOCKING DECORATION,1964,2529.64,274,201,True
23267,SET OF 4 SANTA PLACE SETTINGS,1158,1427.34,91,79,True
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1434,1980.1799999999998,78,68,False
23269,SET OF 2 CERAMIC CHRISTMAS TREES,748,1065.3999999999999,76,63,False
23270,SET OF 2 CERAMIC PAINTED HEARTS,1157,1612.85,118,96,False
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,16,13.28,1,1,True
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,1603,1301.05,74,68,True
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,352,522.74,35,34,True
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,928,1533.8400000000001,97,88,True
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1139,1870.1100000000001,98,85,True
23275,SET OF 3 HANGING OWLS OLLIE BEAK,3613,4291.17,270,171,True
23280,FOLDING BUTTERFLY MIRROR HOT PINK,1838,1427.16,128,84,False
23280,FOLDING MIRROR HOT PINK,156,118.92000000000002,5,5,False
23281,FOLDING BUTTERFLY MIRROR RED,1252,961.2800000000001,89,56,False
23281,FOLDING MIRROR RED,18,14.940000000000001,2,2,False
23282,FOLDING BUTTERFLY MIRROR IVORY,735,597.7800000000001,100,67,True
23282,FOLDING MIRROR IVORY,18,14.940000000000001,2,2,True
23283,DOORMAT VINTAGE LEAF,541,3766.57,121,100,True
23283,DOORMAT VINTAGE LEAVES DESIGN,426,2833.7000000000003,88,75,True
23284,DOORMAT KEEP CALM AND COME IN,5338,35880.85,648,378,True
23285,PINK VINTAGE SPOT BEAKER,4679,4384.83,132,108,True
23286,BLUE VINTAGE SPOT BEAKER,4901,4528.29,164,125,True
23287,RED VINTAGE SPOT BEAKER,1774,1445.5,146,114,False
23288,GREEN VINTAGE SPOT BEAKER,4505,4261.889999999999,134,107,False
23289,DOLLY GIRL CHILDRENS BOWL,1553,1854.85,141,111,True
23290,SPACEBOY CHILDRENS BOWL,2367,2757.15,174,125,True
23291,DOLLY GIRL CHILDRENS CUP,1548,1880.1399999999999,144,104,True
23292,SPACE BOY CHILDRENS CUP,130,143.3,5,5,True
23292,SPACEBOY CHILDRENS CUP,1951,2343.07,159,112,True
23293,SET OF 12 FAIRY CAKE BAKING CASES,8228,6457.0,465,323,True
23294,SET OF 6 SNACK LOAF BAKING CASES,4264,3336.94,291,214,True
23295,SET OF 12 MINI LOAF BAKING CASES,5957,4670.63,359,250,True
23296,SET OF 6 TEA TIME BAKING CASES,4877,5684.650000000001,319,243,True
23297,SET 40 HEART SHAPE PETIT FOUR CASES,4260,6677.0,140,123,True
23298,"BUNTING , SPOTTY",146,634.7,7,7,True
23298,SPOTTY BUNTING,7633,35509.55,1003,571,True
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",3,11.25,1,1,True
23299,FOOD COVER WITH BEADS SET 2,977,3545.17,121,109,True
